problem,model,cv_folds,fold,budget,split,target,rmse,nrmse,mae,r2,n_valid
mdgnc,ESP,10,3,300,train,f0,2.3653947541134193e-13,1.1021254170847577e-13,1.5354828519775765e-13,1.0,300
mdgnc,ESP,10,3,300,train,f1,7.796523227759683e-11,6.93109197659042e-12,6.199256811593538e-11,1.0,300
mdgnc,ESP,10,3,300,test,f0,0.2664869839188945,0.1375286974797476,0.124003206524173,0.981085857369524,4500
mdgnc,ESP,10,3,300,test,f1,0.6594649100964717,0.0577405691289434,0.3220811536539526,0.9966660266766656,4500
mdgnc,ESP,10,4,25,train,f0,2.0906023940295013e-13,9.354145660296653e-14,1.5303314171433161e-13,1.0,25
mdgnc,ESP,10,4,25,train,f1,3.726306755560405e-12,4.144677481872748e-13,2.794564579744474e-12,1.0,25
mdgnc,ESP,10,4,25,test,f0,0.725686643540617,0.3736453549247441,0.5337268667437528,0.860389148743162,4500
mdgnc,ESP,10,4,25,test,f1,3.924457757173043,0.3416941198832582,3.099196957906549,0.8832451284372056,4500
mdgnc,ESP,10,4,50,train,f0,5.014079290651162e-13,2.336747550577668e-13,3.5705660650364734e-13,1.0,50
mdgnc,ESP,10,4,50,train,f1,5.494876505261656e-12,5.544582543906999e-13,4.658105012822489e-12,1.0,50
mdgnc,ESP,10,4,50,test,f0,0.5542983055808284,0.2854000262598754,0.3822177070762134,0.9185468250108624,4500
mdgnc,ESP,10,4,50,test,f1,1.3927276508334323,0.1212618094866204,0.979550435204242,0.9852955735600306,4500
mdgnc,ESP,10,4,75,train,f0,1.863360646419071e-13,8.936606485935762e-14,1.385439910942902e-13,1.0,75
mdgnc,ESP,10,4,75,train,f1,1.1932788694580335e-11,1.1627764591264576e-12,9.23122911444807e-12,1.0,75
mdgnc,ESP,10,4,75,test,f0,0.4532368001805479,0.2333649469448139,0.2951664116734233,0.9455408015374442,4500
mdgnc,ESP,10,4,75,test,f1,1.2351701011055396,0.1075436115554964,0.8014160973168954,0.9884343716136004,4500
mdgnc,ESP,10,4,100,train,f0,1.4444664938197846e-13,6.956039690818214e-14,1.0300205133262353e-13,1.0,100
mdgnc,ESP,10,4,100,train,f1,1.3125525313453084e-11,1.3432249116017725e-12,9.88816140079507e-12,1.0,100
mdgnc,ESP,10,4,100,test,f0,0.512926961783246,0.2640985312212719,0.3051979908291874,0.930251965806767,4500
mdgnc,ESP,10,4,100,test,f1,1.102387311666024,0.0959824988666795,0.6652933604808877,0.9907873599113078,4500
mdgnc,ESP,10,4,125,train,f0,1.349565642059855e-13,6.500545985846785e-14,8.362377457160619e-14,1.0,125
