problem,model,cv_folds,fold,budget,fit_sec,predict_train_sec,predict_test_sec,predict_test_sec_per_point,n_train,n_test
mdgnc_edge_failures,BLR,10,4,125,0.0058647198602557,0.001650521531701,0.0550974300131201,1.2243873336248928e-05,125,4500
mdgnc_edge_failures,BLR,10,4,150,0.0017303749918937,0.0019488018006086,0.0560463941656053,1.24547542590234e-05,150,4500
mdgnc_edge_failures,BLR,10,4,175,0.0016230307519435,0.0022228183224797,0.0554826268926262,1.232947264280584e-05,175,4500
mdgnc_edge_failures,BLR,10,4,200,0.0032742768526077,0.002507456112653,0.0549698919057846,1.2215531534618802e-05,200,4500
mdgnc_edge_failures,BLR,10,4,225,0.0016791350208222,0.0032321270555257,0.0555731360800564,1.2349585795568096e-05,225,4500
mdgnc_edge_failures,BLR,10,4,250,0.0042866226285696,0.0045166513882577,0.0550526320002973,1.223391822228829e-05,250,4500
mdgnc_edge_failures,BLR,10,4,275,0.0016996478661894,0.0036592921242117,0.0551740820519626,1.226090712265836e-05,275,4500
mdgnc_edge_failures,BLR,10,4,300,0.0017696809954941,0.003767882939428,0.0555650172755122,1.2347781616780492e-05,300,4500
mdgnc_edge_failures,BLR,10,5,25,0.0032542729750275,0.000416318885982,0.0560288829728961,1.24508628828658e-05,25,4500
mdgnc_edge_failures,BLR,10,5,50,0.008060943800956,0.0007465542294085,0.0557717536576092,1.2393723035024273e-05,50,4500
mdgnc_edge_failures,BLR,10,5,75,0.0020800759084522,0.0010121217928826,0.0550208128988742,1.2226847310860953e-05,75,4500
mdgnc_edge_failures,BLR,10,5,100,0.0017076418735086,0.0013316902332007,0.0550158261321485,1.2225739140477443e-05,100,4500
mdgnc_edge_failures,BLR,10,5,125,0.0017609493806958,0.0016279299743473,0.0552744576707482,1.228321281572183e-05,125,4500
mdgnc_edge_failures,BLR,10,5,150,0.0035963668487966,0.0035806810483336,0.0576734417118132,1.2816320380402936e-05,150,4500
mdgnc_edge_failures,BLR,10,5,175,0.0017011798918247,0.0022273347713053,0.0553867011331021,1.230815580735604e-05,175,4500
mdgnc_edge_failures,BLR,10,5,200,0.0035998509265482,0.0025783833116292,0.0549127962440252,1.2202843609783385e-05,200,4500
mdgnc_edge_failures,BLR,10,5,225,0.0016213119961321,0.0028135539032518,0.05529714981094,1.2288255513542228e-05,225,4500
